,title,year,kind,rating,vote,runtime
8625,Pokémon the Movie 2000,1999,movie,6.1,21533.0,84
8626,Prime Suspect: The Lost Child,1995,tv movie,7.9,2610.0,101
8627,The Life of Emile Zola,1937,movie,7.2,7804.0,116
8628,The Twilight Zone,1959,tv series,9.0,75772.0,51
8629,The White Dawn,1974,movie,7.1,763.0,110
8630,The Twilight Zone,1959,tv series,9.0,75772.0,51
8631,The Cat Returns,2002,movie,7.2,52511.0,75
8632,Will Penny,1967,movie,7.1,4494.0,108
8633,Siam Sunset,1999,movie,6.5,1153.0,91
8634,Evolution: The Animated Movie,2002,video movie,,,60
8635,Biker Zombies from Detroit,2001,video movie,1.8,281.0,80
8636,The Prince and Me,2004,movie,5.9,38495.0,111
8637,"Russia, Land of the Tsars",2003,tv mini series,8.2,171.0,120
8638,Cream's Farewell Concert,1969,episode,7.3,169.0,50
8639,Wind,1992,movie,6.4,2698.0,126
8640,The Love Bug,1968,movie,6.5,15261.0,108
8641,Orion's Key,1996,movie,3.5,398.0,99
8642,Kansas City Confidential,1952,movie,7.4,6574.0,99
8643,The Birdcage,1996,movie,7.1,84449.0,117
8644,"Late August, Early September",1998,movie,7.0,1561.0,112
8645,Bad Girls from Valley High,2005,movie,3.6,1852.0,84
8646,Alice Doesn't Live Here Anymore,1974,movie,7.3,22587.0,112
8647,VeggieTales: The Ultimate Silly Song Countdown,2001,video movie,7.7,347.0,43
8648,Bound for Glory,1976,movie,7.3,4905.0,147
8649,At Middleton,2013,movie,6.5,8263.0,99
8650,It Had to Be You: The Great American Songbook,2002,movie,7.9,9.0,120
8651,The Embalmer,2002,movie,7.0,2529.0,100
8652,I Confess,1953,movie,7.3,20095.0,95
8653,The Creeping Flesh,1973,movie,6.2,3594.0,92
8654,Swimming to Cambodia,1987,movie,7.6,2166.0,85
8655,Fire on the Amazon,1993,movie,3.5,2611.0,87
8656,Shakedown,1988,movie,6.0,3134.0,112
8657,Women in Revolt,1971,movie,5.8,764.0,97
8658,Ankur: The Seedling,1974,movie,8.0,1441.0,131
8659,Dragon Ball Z: Bojack Unbound,1993,movie,7.2,5763.0,50
8660,Wine for the Confused,2004,tv movie,6.9,229.0,0
8661,The Wedding Singer,1998,movie,6.9,141152.0,97
8662,Miss Congeniality,2000,movie,6.3,196560.0,109
8663,It Had to Be You,2000,movie,5.6,1794.0,96
8664,Honest Thief,2020,movie,6.0,42461.0,99
8665,Men Seeking Women,1997,movie,4.0,742.0,92
8666,The Day Reagan Was Shot,2001,tv movie,6.1,1161.0,98
8667,Over the Top,1987,movie,5.8,52320.0,93
8668,House of Cards,2013,tv series,8.7,480110.0,51
8669,Punk: Attitude,2005,movie,7.5,1595.0,90
8670,Another Woman's Husband,2000,tv movie,5.5,474.0,91
8671,Tank,1984,movie,5.8,4181.0,113
8672,Total Eclipse,1995,movie,6.5,15156.0,111
8673,George Strait: For the Last Time - Live from the Astrodome,2003,video movie,8.6,38.0,0
8674,Same River Twice,1996,movie,5.7,164.0,103
8675,Chocolat,2000,movie,7.2,183657.0,121
8676,The Scarlet Pimpernel,1982,tv movie,7.7,4551.0,142
8677,Elmo's World: Head to Toe with Elmo!,2003,video movie,5.2,15.0,50
8678,Willie Nelson and Ray Charles: A Unique and Intimate Performance,1985,movie,,,59
8679,Kolobos,1999,movie,5.2,1967.0,87
8680,A Couch in New York,1996,movie,5.9,2146.0,108
8681,Desert Thunder,1999,movie,3.7,409.0,90
8682,Knockaround Guys,2001,movie,6.1,23409.0,92
8683,Nine Queens,2000,movie,7.9,51301.0,114
8684,The Associate,1996,movie,6.1,8000.0,114
8685,The Cruel Sea,1953,movie,7.5,4342.0,126
8686,Festival Express,2003,movie,7.5,2259.0,90
8687,Space Ghost Coast to Coast,1993,tv series,7.9,6635.0,15
8688,Meet Joe Black,1998,movie,7.2,226682.0,178
8689,Who Killed Atlanta's Children?,2000,tv movie,6.0,555.0,105
8690,Alanis Morissette: Jagged Little Pill - Live,1997,video movie,7.7,180.0,90
8691,Anne Frank: The Whole Story,2001,tv mini series,8.0,4951.0,180
8692,Alien vs. Predator,2004,movie,5.6,190461.0,101
8693,The Cure,1995,movie,7.7,9629.0,97
8694,Cinderella,2021,movie,4.2,28190.0,113
8695,The Miracle of Life,2010,movie,6.0,7.0,9
8696,We Remember Marilyn,1996,video movie,7.2,63.0,97
8697,The Perils of Pauline,1914,movie,6.3,1022.0,199
8698,Barney: Let's Go to the Zoo,2001,video movie,6.5,49.0,50
8699,Barbie as The Princess and the Pauper,2004,video movie,6.9,5920.0,85
8700,Bright Future,2002,movie,6.8,2671.0,115
8701,Black Scorpion,2001,tv series,6.2,482.0,0
8702,An Affair of Love,1999,movie,7.1,5425.0,80
8703,The Van Halen Story: The Early Years,2003,video movie,5.8,166.0,65
8704,Women,2021,movie,4.4,350.0,92
8705,Samurai Fiction,1998,movie,7.2,2615.0,111
8706,Around the World with Marlin Darrah,2012,tv mini series,,,0
8707,Switched at Birth,1999,tv movie,5.8,505.0,89
8708,RoboCop: Prime Directives,2001,tv series,4.7,2520.0,375
8709,It's All About Love,2003,movie,5.4,9516.0,106
8710,Ulli Lommel's Zodiac Killer,2005,video movie,2.8,4733.0,83
8711,Dark Ages,1999,tv series,6.9,46.0,30
8712,Hot Lead and Cold Feet,1978,movie,6.2,1290.0,90
8713,Saturday Night Live: The Best of Chris Farley,2000,movie,8.2,2369.0,50
8714,Dragon Ball Z: Cooler's Revenge,1991,movie,7.2,6850.0,47
8715,The Electric Vendetta,2001,episode,7.3,710.0,99
8716,COPS: Caught in the Act,1995,video movie,4.2,7.0,0
8717,Breaking Away,1979,movie,7.7,22657.0,101
8718,"Barney: Read with Me, Dance with Me",2003,video movie,8.9,23.0,53
8719,Meet Diego!,2003,episode,5.0,9.0,25
8720,A Stranger in the Kingdom,1999,movie,5.6,209.0,112
8721,West Side Story,2021,movie,,,0
8722,White Heat,1949,movie,8.1,31430.0,114
8723,The Storyteller: Greek Myths,1990,tv mini series,8.2,1628.0,95
8724,Dark Star,1974,movie,6.3,23444.0,83
8725,Secret Lives: Hidden Children and Their Rescuers During WWII,2002,movie,8.3,73.0,90
8726,The Stendhal Syndrome,1996,movie,6.1,8034.0,120
8727,Ritual,2002,movie,4.8,1825.0,99
8728,American Idol,2002,tv series,4.1,21330.0,42
8729,Dragons: A Fantasy Made Real,2004,tv movie,6.6,1050.0,100
8730,Blind Beast,1969,movie,7.2,3155.0,86
8731,C-Walk: It's a Way of Livin',2003,video movie,6.6,25.0,85
8732,Lupin III: Burning Memory - Tokyo Crisis,1998,movie,7.1,366.0,95
8733,Trinity and Beyond: The Atomic Bomb Movie,1995,video movie,7.9,3344.0,92
8734,Ljuset håller mig sällskap,2000,movie,7.0,343.0,78
8735,The Sandy Bottom Orchestra,2000,tv movie,6.2,251.0,100
8736,True Romance,1993,movie,7.9,216642.0,119
8737,Jeepers Creepers,2001,movie,6.2,118431.0,90
8738,S.O.B.,1981,movie,6.4,5866.0,122
8739,National Geographic: The Incredible Human Body,2002,tv movie,7.5,72.0,60
8740,"Goodbye, Mr. Cool",2001,movie,6.4,414.0,101
8741,Night Moves,1975,movie,7.1,13543.0,100
8742,Shall We Dance,2004,movie,6.1,45395.0,106
8743,Heavy Metal 2000,2000,movie,5.4,8056.0,88
8744,Monk Season One: Mr. Monk and His O.C.D.,2004,video movie,8.2,31.0,0
8745,What Were They Thinking #1 Special Edition,2008,episode,,,22
8746,The Last of the High Kings,1996,movie,6.1,1838.0,103
8747,Frisk,1995,movie,4.9,670.0,88
8748,Ultimate Manilow!,2002,movie,8.5,27.0,0
8749,Curse of the Queerwolf,1988,movie,5.1,291.0,86
8750,The Devil at 4 O'Clock,1961,movie,6.4,2225.0,126
8751,The Lady and the Duke,2001,movie,6.9,2690.0,129
8752,A Vision Shared: A Tribute to Woody Guthrie and Leadbelly,1988,video movie,7.6,40.0,88
8753,American Gigolo,1980,movie,6.3,24206.0,117
8754,1941,1979,movie,5.8,32515.0,118
8755,There's No Business Like Show Business,1954,movie,6.5,5782.0,117
8756,Grateful Dead: Downhill from Here,1989,video movie,8.4,74.0,150
8757,Quills,2000,movie,7.3,52960.0,124
8758,Rolling Kansas,2003,movie,6.2,2302.0,89
8759,THE KING: Bonus Material (The King Was Here),2018,movie,,,38
8760,I Will Survive,1999,movie,6.3,810.0,102
8761,The Concert for Bangladesh,1972,movie,8.3,1525.0,103
8762,Superman: The Last Son of Krypton,1996,tv movie,7.7,2963.0,64
8763,Revolution OS,2001,movie,7.3,2473.0,85
8764,The Sunshine Boys,1975,movie,7.1,5981.0,111
8765,Martin Lawrence: You So Crazy,1994,movie,6.6,952.0,84
8766,Love Serenade,1996,movie,6.8,1500.0,101
8767,Fishing with John,1991,tv mini series,8.1,1562.0,152
8768,The Waterdance,1992,movie,6.8,3954.0,106
8769,GoldenEye,1995,movie,7.2,245382.0,130
8770,Prom Night,2008,movie,3.9,35094.0,88
8771,Divorce,2016,tv series,6.8,7002.0,30
8772,Destroying Angel,2001,episode,7.9,802.0,99
8773,Book of Shadows: Blair Witch 2,2000,movie,4.0,37031.0,90
8774,That's the Way I Like It,1998,movie,6.8,596.0,95
8775,Led Zeppelin,2003,video movie,9.1,2918.0,320
8776,Lady in a Cage,1964,movie,6.8,3216.0,94
8777,The Flower of My Secret,1995,movie,7.0,11083.0,103
8778,Reefer Madness: The Movie Musical,2005,tv movie,7.1,6390.0,112
8779,Asunder,1999,movie,5.2,425.0,101
8780,Leap of Faith,1992,movie,6.1,12803.0,108
8781,K-PAX,2001,movie,7.4,178656.0,120
8782,The Muppet Movie,1979,movie,7.6,34413.0,95
8783,War of the Worlds,2005,video movie,3.3,2563.0,93
8784,Slayers Great,1997,movie,7.0,416.0,60
8785,The Cheetah Girls,2003,tv movie,4.9,7616.0,100
8786,The Perfect Score,2004,movie,5.7,24602.0,93
8787,Puppet Master: The Legacy,2003,video movie,3.0,1435.0,74
8788,Mesa of Lost Women,1953,movie,2.8,1595.0,70
8789,The 2002 Olympic Games Figure Skating Competition/Exhibition,2002,video movie,7.5,26.0,0
8790,The Great Lover,1949,movie,6.6,460.0,80
8791,Pursuit of Happiness,2001,movie,5.7,442.0,93
8792,Friendsgiving,2020,movie,4.3,2253.0,95
8793,The Life and Times of Frida Kahlo,2005,tv movie,8.0,186.0,90
8794,Barbarians,2020,tv series,7.2,20666.0,280
8795,Season 10,2012,episode,,,0
8796,The Simpsons: Season 1,2018,episode,,,10
8797,Lost and Delirious,2001,movie,6.9,20619.0,103
8798,Children of the Corn V: Fields of Terror,1998,video movie,3.9,4501.0,83
8799,Beyblade G-Revolution,2004,video game,,,0
8800,Mezzo Forte,2000,tv mini series,6.8,1236.0,80
8801,Lewis Black Unleashed,2003,video movie,7.4,95.0,116
8802,The Avenging Fist,2001,movie,4.3,672.0,92
8803,The Parent Trap,1998,movie,6.6,127575.0,128
8804,Hey,2016,movie,6.9,58.0,90
8805,The Marriage Circle,1924,movie,7.1,1218.0,85
8806,Grappler Baki: The Ultimate Fighter,1994,video movie,7.1,352.0,45
8807,A Perfect Son,2000,movie,6.4,345.0,89
8808,Suffragette,2015,movie,6.9,40388.0,106
8809,Saturday Night Live: The Best of Dan Aykroyd,2005,video movie,7.3,593.0,92
8810,Unforgiven,1992,movie,8.2,391491.0,130
8811,The Last of the Mohicans,1992,movie,7.7,158734.0,112
8812,Fear,1996,movie,6.2,44995.0,97
8813,Jungle 2 Jungle,1997,movie,5.2,23687.0,105
8814,Buddy,1997,movie,4.9,2618.0,84
8815,Pretear,2001,tv series,7.1,200.0,25
8816,Croc,2007,tv movie,3.7,1507.0,100
8817,The First $20 Million Is Always the Hardest,2002,movie,5.6,3132.0,105
8818,The Island at the Top of the World,1974,movie,6.2,2615.0,93
8819,The Bounty Huntress,2001,movie,3.6,83.0,98
8820,Best Boy,1979,movie,7.9,638.0,111
8821,Titus,1999,movie,7.1,20232.0,162
8822,Brady Bunch Star Christopher Knight/Rare Disease Meets Its Match in Love/The Bachelorette's Rachel Lindsay & Bryan Abasolo,2019,episode,,,0
8823,Machibuse,1970,movie,7.1,838.0,117
8824,Tattoo: A Love Story,2002,movie,6.7,492.0,94
8825,The Powerpuff Girls' Best Rainy Day Adventure Ever/Just Desserts,2000,episode,7.9,163.0,24
8826,Brighton Beach Memoirs,1986,movie,6.8,3488.0,108
8827,Bugsy Malone,1976,movie,6.9,17099.0,93
8828,The Greatest American Hero,1981,tv series,7.3,5162.0,60
8829,The Gift of Jay,2021,episode,8.0,32.0,0
8830,The Funeral,1996,movie,6.6,8586.0,99
8831,The Land Before Time III: The Time of the Great Giving,1995,video movie,5.7,5866.0,71
8832,The Jerk,1979,movie,7.2,55245.0,94
8833,Pumpkinhead,1988,movie,6.2,22072.0,86
8834,Lou Reed: Transformer,2001,episode,7.4,202.0,49
8835,Basic Math: The Standard Deviants,1999,video movie,6.5,8.0,0
8836,Wait Until Dark,1967,movie,7.8,29170.0,108
8837,My Lucky Stars,1985,movie,6.5,5028.0,99
8838,Village of the Damned,1995,movie,5.7,30374.0,98
8839,Sangam,1964,movie,7.5,1676.0,238
8840,Uncle Tom's Cabin,1987,tv movie,6.2,508.0,110
8841,Closer,2004,movie,7.2,209503.0,104
8842,Corky Romano,2001,movie,4.7,12932.0,86
8843,The Big Brass Ring,1999,movie,5.4,803.0,104
8844,The Bourne Identity,2002,movie,7.9,523598.0,119
8845,Winged Migration,2001,movie,8.0,11791.0,98
8846,The Road to Hong Kong,1962,movie,6.2,2562.0,91
8847,Love Etc.,2010,movie,5.9,124.0,94
8848,"Aelita, the Queen of Mars",1924,movie,6.5,2504.0,111
8849,Hatari!,1962,movie,7.2,12356.0,157
8850,Travel the World by Train: South America,1999,video movie,6.4,15.0,60
8851,This Man Must Die,1969,movie,7.7,4326.0,110
8852,Ausgegraben und wiederentdeckt: Lucio Fulcis Manhattan Baby,2018,video movie,,,18
8853,Oxygen,2021,movie,6.5,30795.0,100
8854,Wise Guys,1986,movie,5.7,5648.0,100
8855,Endless Harmony: The Beach Boys Story,1998,tv movie,8.0,173.0,141
8856,Spy Girl,2004,movie,5.9,555.0,102
8857,Pavement,2002,tv movie,5.4,807.0,91
8858,Deceiver,1997,movie,6.6,6365.0,106
8859,The Lion King 2: Simba's Pride,1998,video movie,6.5,63639.0,81
8860,Winning,1969,movie,6.0,1926.0,123
8861,In My Country,2004,movie,6.0,2670.0,105
8862,Mac and Me,1988,movie,3.4,14170.0,99
8863,Follow Me,2020,movie,5.4,9289.0,91
8864,Jennifer's Shadow,2004,movie,4.6,556.0,96
8865,Bang the Drum Slowly,1973,movie,6.9,5682.0,96
8866,The Trigger Effect,1996,movie,5.7,7647.0,94
8867,A Few Good Men,1992,movie,7.7,246862.0,138
8868,Gran Hotel,2011,tv series,8.4,9884.0,60
8869,Babylon 5: Thirdspace,1998,tv movie,7.0,5312.0,94
8870,The Story of Racheltjie De Beer,2019,movie,6.7,89.0,96
8871,Princess Nine,1998,tv series,7.8,105.0,0
8872,D.W. Rides Again/Arthur Makes the Team,1997,episode,7.4,40.0,26
8873,Wolfen,1981,movie,6.3,9686.0,115
8874,Knight and Day,2010,movie,6.3,185436.0,109
8875,Jimmy Hollywood,1994,movie,5.3,3261.0,112
8876,P.U.N.K.S.,1999,movie,4.9,1395.0,115
8877,Vacuuming Completely Nude in Paradise,2001,tv movie,6.5,981.0,76
8878,Juliet in Love,2000,movie,6.9,330.0,89
8879,Camelot,2011,tv series,6.5,23486.0,45
8880,Christina Aguilera: Stripped Live in the UK,2004,video movie,8.4,242.0,114
8881,The Fairy Faith,2000,movie,7.9,96.0,75
8882,The Battle of the Bulge: World War II's Deadliest Battle,1994,episode,8.2,95.0,90
8883,Laserblast,1978,movie,2.7,6101.0,85
8884,The Shack,2017,movie,6.3,32139.0,132
8885,Emmanuelle on Taboo Island,1976,movie,3.8,318.0,95
8886,The Wind Will Carry Us,1999,movie,7.5,9996.0,118
8887,A Force of One,1979,movie,5.1,3736.0,90
8888,Dark Shadows,2012,movie,6.2,254650.0,113
8889,Chori Chori Chupke Chupke,2001,movie,5.4,4588.0,160
8890,Sweet Liberty,1986,movie,5.8,2729.0,106
8891,Like Sandwiches Through The Hourglass... w/Three Stooges grandson Brad Server,2021,episode,,,0
8892,A Decade Under the Influence,2003,movie,7.6,2671.0,138
8893,The Everlasting Secret Family,1988,movie,5.6,343.0,94
8894,I'm Not Rappaport,1996,movie,6.5,1667.0,135
8895,Highlander,1986,movie,7.1,129036.0,116
8896,High School Boot Camp,2000,tv movie,5.6,38.0,0
8897,Touch of Pink,2004,movie,6.5,4132.0,91
8898,American Splendor,2003,movie,7.4,48892.0,101
8899,Walt: The Man Behind the Myth,2001,episode,7.7,797.0,87
8901,Drop Squad,1994,movie,4.7,598.0,86
8902,Old School,2003,movie,7.1,222465.0,88
8903,The Child I Never Was,2002,movie,6.9,597.0,83
8904,Stardust Memories,1980,movie,7.3,22032.0,89
8905,Donovan's Brain,1953,movie,6.0,1477.0,84
8906,"Corrina, Corrina",1994,movie,6.6,12899.0,115
8907,The Phil Silvers Show,1955,tv series,8.4,1479.0,30
8908,Una relazione,2021,movie,4.4,14.0,110
8909,The Girl from Paris,2001,movie,6.7,1925.0,103
8910,Dream a Little Dream,1989,movie,5.9,6762.0,114
8911,El Cid,2020,tv series,6.6,2855.0,70
8912,The Pornographers,1966,movie,7.3,2251.0,128
8913,Dirty Harry,1971,movie,7.7,148959.0,102
8914,They Call Me Sirr,2001,tv movie,6.0,303.0,97
8915,Top 10 Moments from RuPaul's Drag Race Season 1,2018,episode,,,0
8916,Homework,1991,movie,6.3,771.0,85
8917,The Greatest American Hero,1981,tv series,7.3,5162.0,60
8918,An American Tail: The Treasure of Manhattan Island,1998,video movie,5.9,1775.0,79
8919,The Woman in Green,1945,movie,6.7,5832.0,68
8920,Water Drops on Burning Rocks,2000,movie,6.8,6332.0,82
8921,Haibane Renmei,2009,episode,,,0
8922,Mona Lisa,1986,movie,7.3,15713.0,104
8923,Uncovered: The War on Iraq,2004,movie,7.5,600.0,83
8924,Teenage Mutant Ninja Turtles: The Movie,1990,movie,6.8,89042.0,93
8925,Napoleon,1927,movie,8.2,7567.0,330
8926,Terminal,2018,movie,5.4,21041.0,95
8927,Eating Raoul,1982,movie,6.8,7630.0,90
8928,Someone Like You,2001,movie,6.1,25566.0,97
8929,Magnolia,1999,movie,8.0,299502.0,188
8930,Guadalcanal Diary,1943,movie,6.7,2085.0,93
8931,Gods and Generals,2003,movie,6.3,15915.0,219
8932,Double Agent 73,1974,movie,3.8,672.0,73
8933,American Crime Story,2016,tv series,8.4,85077.0,42
8934,The Trial of Old Drum,2000,tv movie,6.4,348.0,89
8935,Papertrail,1997,movie,4.5,463.0,89
8936,Cannibal Holocaust,1980,movie,5.8,53033.0,95
8937,Eddie Griffin: Voodoo Child,1997,movie,8.0,283.0,57
8938,Casa de los babys,2003,movie,6.4,2128.0,95
8940,Effi Briest,1974,movie,6.9,2408.0,140
8941,Andre,1994,movie,5.7,6685.0,95
8942,Poison Ivy: The New Seduction,1997,video movie,4.8,4107.0,95
8943,Men with Brooms,2002,movie,5.8,4411.0,102
8944,Eve of Destruction,1991,movie,4.9,2206.0,99
8945,Confidence,2003,movie,6.7,33840.0,97
8946,In the Woods,2010,movie,4.2,279.0,97
8947,Crazy Mama,1975,movie,5.5,789.0,80
8948,Horatio's Drive: America's First Road Trip,2003,tv movie,7.9,506.0,107
8949,Candy Land: The Great Lollipop Adventure,2005,video movie,6.8,109.0,55
8950,Face/Off,1997,movie,7.2,360184.0,138
8951,The Matrix Revisited,2001,video movie,7.4,3553.0,123
8952,Jawbreaker,1999,movie,5.7,25436.0,87
8953,The Perfect Husband: The Laci Peterson Story,2004,tv movie,5.5,1165.0,84
8954,Happy Endings,2011,tv series,7.7,36226.0,22
8955,Above Suspicion,2019,movie,5.6,4580.0,104
8956,With Six You Get Eggroll,1968,movie,6.5,2643.0,95
8957,Inspector Morse I: The Silent World of Nicholas Quinn 2,1988,episode,,,0
8958,Super Mario Bros 3 - Part 1: So Many Secrets,2013,episode,,,0
8959,Brannigan,1975,movie,6.1,5414.0,111
8960,Shalako,1968,movie,5.6,2969.0,113
8961,Guantanamera,1995,movie,6.9,1492.0,105
8962,The Unborn,2009,movie,4.8,50428.0,88
8963,Dreams of Flight,2008,video movie,,,48
8964,Jamie Foxx: Straight from the Foxxhole,1993,movie,6.3,152.0,57
8965,Category 6: Day of Destruction,2004,tv movie,5.3,2553.0,175
8966,Dopamine,2003,movie,6.0,1149.0,79
8967,The Sisterhood of the Traveling Pants,2005,movie,6.5,57727.0,119
8968,The Innocents,2021,movie,7.5,208.0,117
8969,For Keeps?,1988,movie,6.0,4661.0,90
8970,Standoff,2006,tv series,7.5,2101.0,60
8971,Blast from the Past,1999,movie,6.6,62244.0,112
8972,Serial Killers: Profiling the Criminal Mind,1999,video movie,7.9,144.0,200
8973,How the Grinch Stole Christmas,2000,movie,6.2,222148.0,104
8974,Supercop,1992,movie,6.9,20459.0,96
8975,Blow,2001,movie,7.6,248168.0,124
8976,The Exorcist,1973,movie,8.0,375975.0,122
8977,Bring It on: Again,2004,video movie,4.5,10057.0,90
8978,Back to the Secret Garden,2000,movie,5.8,909.0,100
8979,Brian's Song,1971,tv movie,7.6,7606.0,73
8980,The Hardy Boys/Nancy Drew Mysteries,1977,tv series,7.4,1513.0,60
8981,Vans Warped Tour 2012,2012,episode,,,0
8982,New Kid in town,1990,movie,5.2,122.0,88
8983,Dragon Ball Z: Broly - Second Coming,1994,movie,6.6,4954.0,48
8984,The Grass Harp,1995,movie,7.6,8283.0,107
8985,Garfield and Friends,1988,tv series,7.3,10698.0,30
8986,The Dead Next Door,1989,movie,5.1,3067.0,78
8987,The Saragossa Manuscript,1965,movie,7.9,5123.0,182
8988,"Alice, Sweet Alice",1976,movie,6.5,10571.0,107
8989,Horns and Halos,2002,movie,7.2,297.0,90
8990,The Chase,2021,tv series,6.3,330.0,60
8991,Charlotte's Web 2: Wilbur's Great Adventure,2003,video movie,4.6,731.0,79
8992,A Good Night to Die,2003,movie,4.6,567.0,100
8993,Andrew Dice Clay Hosts Dinner,2017,episode,7.8,6.0,44
8994,The Red Siren,2002,movie,5.2,1312.0,118
8995,Pursued,1947,movie,7.2,3082.0,101
8996,Traveller,1997,movie,6.1,2040.0,101
8997,Kuch Naa Kaho,2003,movie,5.4,2264.0,169
8998,Recollections of Rifleman Harris,1968,episode,,,0
8999,A Delicate Balance,1973,movie,6.7,766.0,133
9000,Paradise,1982,movie,4.9,2544.0,100
9001,Paul Simon: You're the One: In Concert from Paris,2000,episode,,,120
9002,The Grateful Dead: Anthem to Beauty,1997,episode,7.6,185.0,75
9003,Armitage III: Polymatrix,1996,video movie,6.9,1770.0,90
9004,Our Town,1940,movie,6.6,2529.0,90
9005,Maverick,1994,movie,7.0,106777.0,127
9006,Sarah Brightman: One Night in Eden - Live in Concert,1999,video movie,8.7,112.0,93
9007,One Missed Call,2008,movie,4.0,31711.0,87
9008,Jubei-chan: The Ninja Girl,1999,tv series,7.3,107.0,25
9009,Southbound,2015,movie,5.9,17959.0,89
9010,White Knuckle Extreme: Higher Ground,2002,video movie,7.3,18.0,60
9011,When Boys Fly,2002,movie,5.5,380.0,60
9012,Tangled,2010,movie,7.7,422782.0,100
9013,Dead Sexy,2018,movie,4.1,2660.0,83
9014,Genghis Blues,1999,movie,7.9,1355.0,88
9015,Hamlet,1999,episode,6.3,508.0,93
9016,Major League Baseball: All Century Team,2000,video movie,7.9,89.0,70
9017,C.I.D,1965,movie,6.2,18.0,172
9018,God Told Me to,1976,movie,6.3,5024.0,91
9020,The Adventures of Robin Hood,1938,movie,7.9,49112.0,102
9021,The Thin Blue Line,1995,tv series,7.5,6569.0,30
9022,The Real World You Never Saw: Paris,2003,video movie,2.2,15.0,0
9023,Dark Command,1940,movie,6.8,2542.0,94
9024,Convicted,1950,movie,6.8,931.0,91
9025,Totally Spies!,2001,tv series,7.0,9420.0,22
9026,Hud,1963,movie,7.8,20822.0,112
9027,XX/XY,2002,movie,5.9,3198.0,91
9028,McQ,1974,movie,6.3,4995.0,111
9029,Little Richard,2000,tv movie,6.7,838.0,120
9030,No Way to Treat a Lady,1968,movie,7.0,2213.0,108
9031,Withnail & I,1987,movie,7.6,42136.0,107
9032,I Am a Promise: The Children of Stanton Elementary School,1993,movie,7.2,194.0,89
